ADES,year,avg_delay_departure,avg_delay_destination,avg_total_delay
EYVI,2016,309.27322404371586,382.3333333333333,691.6065573770492
EHLE,2019,-10.0,-74.83333333333333,-84.83333333333333
LFBE,2018,384.5689655172414,237.8448275862069,622.4137931034483
LEIB,2016,432.2150313152401,371.3402922755741,803.5553235908142
EGLL,2016,568.5890909090909,1226.8577272727273,1795.4468181818181
EKBI,2016,56.52253756260434,145.12854757929884,201.65108514190317
LICJ,2016,316.8,470.4,787.2
EBAW,2016,-45.92307692307692,169.23076923076923,123.3076923076923
LYTV,2016,1350.0,1293.0,2643.0
EBLG,2015,-88.88888888888889,-240.72222222222223,-329.6111111111111
EETN,2015,210.4449152542373,206.96610169491527,417.41101694915255
LIME,2019,520.0336134453781,158.83193277310923,678.8655462184873
EGWU,2019,1380.0,2831.0,4211.0
LFBE,2016,314.36170212765956,269.21276595744683,583.5744680851063
LGKR,2016,12.633333333333333,4.188888888888889,16.822222222222223
LWSK,2016,317.48571428571427,163.85714285714286,481.34285714285716
LIMF,2016,243.53082191780823,548.695205479452,792.2260273972603
LIRN,2019,631.4954128440367,572.4097859327217,1203.9051987767584
ENGM,2018,422.3872255489022,337.4011976047904,759.7884231536926
EGLL,2018,396.52564102564105,1037.5187728937728,1434.044413919414
EGGD,2018,440.00304414003045,529.0837138508372,969.0867579908676
EHAM,2018,201.37142857142857,419.6857142857143,621.0571428571428
BIAR,2018,1260.0,1013.0,2273.0
LGKF,2015,-175.96296296296296,-396.22222222222223,-572.1851851851852
ENVA,2015,95.5251572327044,253.41194968553458,348.937106918239
EGPF,2018,228.4990138067061,528.5936883629191,757.0927021696252
LPPT,2019,873.826688364524,927.5378356387307,1801.3645240032547
LFPG,2016,437.09779792746116,483.4009067357513,920.4987046632124
LBSF,2016,597.6034482758621,383.4439655172414,981.0474137931035
LGSA,2015,410.9807692307692,169.01923076923077,580.0
ENGM,2015,303.9376947040498,236.67808930425753,540.6157840083074
EKKA,2015,-296.75,-309.25,-606.0
LFMD,2015,-420.0,-1063.0,-1483.0
EPWA,2016,436.37338501291987,154.99612403100775,591.3695090439277
EGSS,2016,437.9947916666667,605.2395833333334,1043.234375
LFLC,2016,321.8767123287671,510.82191780821915,832.6986301369863
LIRA,2018,871.9629629629629,761.324074074074,1633.287037037037
LIEE,2016,-360.0,-422.5,-782.5
LEJR,2016,180.0,692.0,872.0
LEAM,2015,-120.0,-514.1111111111111,-634.1111111111111
EGSH,2019,197.8019093078759,170.66109785202863,368.4630071599045
EGHI,2018,290.43624161073825,268.7768456375839,559.2130872483222
ENTC,2016,150.0,403.5,553.5
LFQQ,2016,80.0,224.66666666666666,304.6666666666667
LFLB,2019,925.125,800.375,1725.5
EGNJ,2018,162.17868338557994,618.7021943573668,780.8808777429467
EGTE,2016,212.65573770491804,-53.17213114754098,159.48360655737704
LIRQ,2015,288.96866096866097,648.3105413105413,937.2792022792023
LWSK,2015,335.77142857142854,83.74285714285715,419.51428571428573
LOWS,2018,134.98850574712642,-146.66666666666666,-11.67816091954023
LFMN,2016,314.3167613636364,-280.22159090909093,34.09517045454545
EKOD,2016,540.0,-49.0,491.0
EDDP,2015,-17.311377245508982,-149.35329341317365,-166.66467065868264
LGPZ,2016,54.41860465116279,-34.674418604651166,19.74418604651163
LIMF,2015,169.3081570996979,450.36858006042297,619.6767371601209
LGBL,2015,-217.5,-384.25,-601.75
EGNT,2019,188.16359918200408,284.9079754601227,473.0715746421268
LBSF,2018,767.9311475409836,503.7311475409836,1271.6622950819672
EPMO,2016,54.375,-319.5,-265.125
LRTR,2016,96.3913043478261,-74.0,22.391304347826086
LOWW,2019,657.0813865862849,771.4951017332329,1428.5764883195177
LGAV,2019,804.2563694267516,498.20382165605093,1302.4601910828026
LQTZ,2019,805.8775510204082,841.8163265306123,1647.6938775510205
LMML,2019,1067.9101796407185,647.7125748502993,1715.622754491018
EPPO,2018,321.59574468085106,196.91489361702128,518.5106382978723
EBCI,2018,720.0,711.3333333333334,1431.3333333333333
LGKR,2018,782.8,475.15238095238095,1257.952380952381
LFKJ,2016,141.1851851851852,-190.85185185185185,-49.666666666666664
LHDC,2016,560.1276595744681,404.8936170212766,965.0212765957447
LIMC,2015,242.942238267148,275.02527075812276,517.9675090252707
LELC,2015,128.5,-349.05555555555554,-220.55555555555554
LATI,2019,429.6363636363636,346.1818181818182,775.8181818181819
EYVI,2019,434.12068965517244,693.8563218390805,1127.9770114942528
LEZG,2018,-496.64444444444445,136.42222222222222,-360.22222222222223
LIME,2015,104.52991452991454,137.36752136752136,241.89743589743588
LGSM,2015,-240.0,-331.6595744680851,-571.6595744680851
EVRA,2018,312.3754266211604,418.2935153583618,730.6689419795222
ESSL,2016,75.53697749196141,181.7331189710611,257.2700964630225
EDDC,2016,5.345238095238095,207.32142857142858,212.66666666666666
EGPE,2015,192.27884615384616,-904.9615384615385,-712.6826923076923
LDPL,2015,369.29411764705884,373.4117647058824,742.7058823529412
ENZV,2019,188.5,212.20114942528735,400.7011494252874
LFRS,2019,518.4776119402985,611.8537313432836,1130.331343283582
EGGW,2016,646.024111675127,783.0977157360406,1429.1218274111675
EGGP,2016,253.41091954022988,-128.29885057471265,125.11206896551724
EGNV,2015,-64.16666666666667,69.2202380952381,5.053571428571429
LIMC,2018,575.8932384341637,656.0142348754448,1231.9074733096086
ESGJ,2018,-327.0,2748.0,2421.0
LFMT,2016,410.231884057971,167.4855072463768,577.7173913043479
EGGW,2015,275.1687242798354,373.9691358024691,649.1378600823045
EGHI,2015,48.05952380952381,0.16071428571428573,48.220238095238095
EGNX,2015,-27.06993006993007,-162.2027972027972,-189.27272727272728
EDXW,2015,360.0,198.0,558.0
LPPT,2016,591.9167492566897,592.5490584737364,1184.4658077304261
EIDW,2016,422.0823838737949,265.7589833479404,687.8413672217354
LGKV,2016,-360.0,-578.0,-938.0
LKMT,2015,-180.0,-533.0,-713.0
EDOP,2015,-150.0,-106.5,-256.5
EDDG,2018,-309.3333333333333,-295.22222222222223,-604.5555555555555
LYPG,2018,-540.0,-1007.0,-1547.0
LPPR,2015,505.46232876712327,449.736301369863,955.1986301369863
LEMH,2015,137.64705882352942,-172.35294117647058,-34.705882352941174
LEMG,2018,492.6366047745358,480.3236074270557,972.9602122015915
LFBO,2018,394.2323943661972,321.34507042253523,715.5774647887324
